town,candidate_number,votes,region_code,candidate,region,link,town_code,votes_percentage
Senec,9,40,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542369,542369,11.80
Senomaty,6,374,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542377,542377,19.00
Senomaty,9,206,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542377,542377,18.66
Skryje,6,48,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542385,542385,13.09
Skryje,9,35,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542385,542385,21.42
Vrbka,6,68,CZ0721,Zeman Miloš Ing.,Kroměříž,pe311?xjazyk=CZ&xnumnuts=7201&xobec=542393,542393,26.54
Vrbka,9,35,CZ0721,Schwarzenberg Karel,Kroměříž,pe311?xjazyk=CZ&xnumnuts=7201&xobec=542393,542393,11.50
Trnovany,6,106,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542407,542407,32.22
Trnovany,9,64,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542407,542407,17.77
Slabce,6,251,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542415,542415,27.15
Slabce,9,120,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542415,542415,11.16
Černouček,6,65,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542423,542423,17.21
Černouček,9,83,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542423,542423,33.11
Srbeč,6,96,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542431,542431,30.37
Srbeč,9,50,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542431,542431,10.75
Oleško,6,29,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542440,542440,43.18
Oleško,9,13,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542440,542440,4.54
Svojetín,6,126,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542458,542458,28.66
Svojetín,9,30,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542458,542458,10.19
Sýkořice,6,117,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542466,542466,25.19
Sýkořice,9,168,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542466,542466,41.98
Šanov,6,149,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542474,542474,27.88
Šanov,9,88,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542474,542474,12.74
Záluží,6,26,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542482,542482,21.05
Záluží,9,39,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542482,542482,23.68
Malíč,6,42,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542491,542491,21.68
Malíč,9,41,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542491,542491,15.66
Třeboc,6,48,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542504,542504,25.33
Třeboc,9,16,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542504,542504,8.00
Třtice,6,138,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542512,542512,28.51
Třtice,9,81,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542512,542512,19.67
Michalovice,6,51,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542521,542521,22.47
Michalovice,9,33,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542521,542521,23.59
Píšťany,6,80,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542539,542539,35.89
Píšťany,9,33,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=542539,542539,17.94
Blšany u Loun,6,97,CZ0424,Zeman Miloš Ing.,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542547,542547,26.08
Blšany u Loun,9,43,CZ0424,Schwarzenberg Karel,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542547,542547,11.59
Opočno,6,35,CZ0424,Zeman Miloš Ing.,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542555,542555,21.91
Opočno,9,26,CZ0424,Schwarzenberg Karel,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542555,542555,13.69
Velká Buková,6,86,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542563,542563,27.04
Velká Buková,9,63,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542563,542563,16.35
Cítoliby,6,258,CZ0424,Zeman Miloš Ing.,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542571,542571,24.35
Cítoliby,9,218,CZ0424,Schwarzenberg Karel,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542571,542571,24.55
Obora,6,100,CZ0424,Zeman Miloš Ing.,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542580,542580,23.38
Obora,9,96,CZ0424,Schwarzenberg Karel,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542580,542580,20.39
Všetaty,6,96,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542598,542598,31.57
Všetaty,9,62,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542598,542598,19.88
Zavidov,6,111,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542601,542601,33.33
Zavidov,9,28,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542601,542601,7.73
Zbečno,6,120,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542610,542610,15.90
Zbečno,9,131,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=542610,542610,27.20
Černčice,6,421,CZ0424,Zeman Miloš Ing.,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542628,542628,25.71
Černčice,9,208,CZ0424,Schwarzenberg Karel,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542628,542628,12.50
Nová Ves,6,42,CZ0424,Zeman Miloš Ing.,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542636,542636,30.90
Nová Ves,9,11,CZ0424,Schwarzenberg Karel,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=542636,542636,3.63
Francova Lhota,6,410,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542644,542644,24.25
Francova Lhota,9,301,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542644,542644,15.37
Halenkov,6,616,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542679,542679,30.48
Halenkov,9,364,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542679,542679,13.60
Horní Bečva,6,806,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542687,542687,26.16
Horní Bečva,9,492,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542687,542687,13.50
Horní Lideč,6,384,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542725,542725,27.49
Horní Lideč,9,332,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542725,542725,14.70
Hošťálková,6,564,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542750,542750,24.12
Hošťálková,9,379,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542750,542750,13.01
Hovězí,6,639,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542768,542768,24.00
Hovězí,9,485,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542768,542768,14.04
Huslenky,6,522,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542784,542784,25.07
Huslenky,9,327,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542784,542784,13.89
Hutisko-Solanec,6,586,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542814,542814,26.90
Hutisko-Solanec,9,392,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542814,542814,13.83
Choryně,6,215,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542831,542831,24.65
Choryně,9,122,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542831,542831,9.97
Jablůnka,6,547,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542865,542865,24.31
Jablůnka,9,390,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542865,542865,19.93
Jarcová,6,267,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542903,542903,29.25
Jarcová,9,130,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542903,542903,11.03
Karolinka,6,758,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542911,542911,30.21
Karolinka,9,361,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542911,542911,10.94
Kateřinice,6,294,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542946,542946,36.18
Kateřinice,9,143,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542946,542946,9.63
Kelč,6,724,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542989,542989,24.51
Kelč,9,526,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542989,542989,11.88
Kladeruby,6,141,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542997,542997,24.89
Kladeruby,9,78,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=542997,542997,9.70
Žerotín,6,69,CZ0424,Zeman Miloš Ing.,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=543012,543012,21.31
Žerotín,9,31,CZ0424,Schwarzenberg Karel,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=543012,543012,6.55
Kunovice,6,231,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=543021,543021,30.00
Kunovice,9,131,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=543021,543021,12.16
Lačnov,6,257,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=543098,543098,27.75
Lačnov,9,153,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=543098,543098,10.50
Staňkovice,6,291,CZ0424,Zeman Miloš Ing.,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=543128,543128,32.52
Staňkovice,9,120,CZ0424,Schwarzenberg Karel,Louny,pe311?xjazyk=CZ&xnumnuts=4204&xobec=543128,543128,11.16
Hruška,6,74,CZ0713,Zeman Miloš Ing.,Prostějov,pe311?xjazyk=CZ&xnumnuts=7103&xobec=543543,543543,33.98
Hruška,9,27,CZ0713,Schwarzenberg Karel,Prostějov,pe311?xjazyk=CZ&xnumnuts=7103&xobec=543543,543543,6.79
Pavlíkov,6,347,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=544248,544248,31.76
Pavlíkov,9,178,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=544248,544248,15.63
České Budějovice,6,20743,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544256,544256,21.92
České Budějovice,9,24813,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544256,544256,31.11
Leskovec,6,207,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544264,544264,25.15
Leskovec,9,96,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544264,544264,12.12
Borek,6,356,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544272,544272,20.50
Borek,9,471,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544272,544272,30.39
Borovany,6,1111,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544281,544281,21.95
Borovany,9,926,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544281,544281,23.32
Boršov nad Vltavou,6,346,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544299,544299,21.49
Boršov nad Vltavou,9,552,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544299,544299,33.54
Lešná,6,640,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544302,544302,28.17
Lešná,9,380,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544302,544302,12.99
Čejkovice,6,93,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544329,544329,27.54
Čejkovice,9,70,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544329,544329,24.55
Hamr na Jezeře,6,105,CZ0511,Zeman Miloš Ing.,Česká Lípa,pe311?xjazyk=CZ&xnumnuts=5101&xobec=544337,544337,24.24
Hamr na Jezeře,9,78,CZ0511,Schwarzenberg Karel,Česká Lípa,pe311?xjazyk=CZ&xnumnuts=5101&xobec=544337,544337,12.12
Proseč pod Ještědem,6,97,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544345,544345,20.10
Proseč pod Ještědem,9,76,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544345,544345,19.04
Heřmanice,6,75,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544353,544353,22.90
Heřmanice,9,41,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544353,544353,12.97
Dívčice,6,149,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544361,544361,20.06
Dívčice,9,120,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544361,544361,21.73
Lidečko,6,465,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544370,544370,25.67
Lidečko,9,424,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544370,544370,14.23
Dolní Bukovsko,6,423,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544388,544388,24.29
Dolní Bukovsko,9,319,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544388,544388,18.86
Liptál,6,389,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544396,544396,23.81
Liptál,9,240,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544396,544396,14.34
Doudleby,6,91,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544400,544400,17.73
Doudleby,9,137,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544400,544400,32.83
Loučka,6,235,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544418,544418,24.88
Loučka,9,135,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544418,544418,10.76
Dříteň,6,416,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544426,544426,22.83
Dříteň,9,321,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544426,544426,19.13
Lužná,6,163,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544434,544434,22.25
Lužná,9,112,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544434,544434,12.29
Dubné,6,327,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544442,544442,20.00
Dubné,9,423,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544442,544442,31.23
Dynín,6,76,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544451,544451,24.16
Dynín,9,67,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544451,544451,26.84
Malá Bystřice,6,134,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544469,544469,27.02
Malá Bystřice,9,44,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544469,544469,8.64
Stráž nad Nisou,6,447,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544477,544477,15.66
Stráž nad Nisou,9,661,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544477,544477,31.67
Hluboká nad Vltavou,6,1175,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544485,544485,20.80
Hluboká nad Vltavou,9,1409,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544485,544485,33.12
Homole,6,304,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544493,544493,19.41
Homole,9,436,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544493,544493,32.36
Mikulůvka,6,193,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544507,544507,32.05
Mikulůvka,9,144,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544507,544507,20.00
Horní Stropnice,6,517,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544515,544515,29.74
Horní Stropnice,9,202,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544515,544515,10.19
Hosín,6,199,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544523,544523,16.09
Hosín,9,247,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544523,544523,30.25
Čtveřín,6,120,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544531,544531,18.11
Čtveřín,9,100,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544531,544531,23.77
Hranice,6,51,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544540,544540,12.19
Hranice,9,28,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544540,544540,10.97
Hrdějovice,6,311,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544558,544558,19.28
Hrdějovice,9,589,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544558,544558,37.39
Nový Hrozenkov,6,605,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544566,544566,23.12
Nový Hrozenkov,9,527,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544566,544566,14.63
Oznice,6,153,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544574,544574,25.92
Oznice,9,97,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544574,544574,19.34
Radimovice,6,63,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544582,544582,12.63
Radimovice,9,101,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544582,544582,30.00
Chrášťany,6,252,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544591,544591,31.66
Chrášťany,9,122,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544591,544591,16.35
Žďárek,6,22,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544604,544604,15.18
Žďárek,9,47,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=544604,544604,34.17
Jankov,6,100,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544612,544612,24.55
Jankov,9,103,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544612,544612,21.42
Police,6,165,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544621,544621,28.47
Police,9,101,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544621,544621,12.94
Jílovice,6,340,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544639,544639,30.24
Jílovice,9,150,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544639,544639,13.10
Bynovec,6,122,CZ0421,Zeman Miloš Ing.,Děčín,pe311?xjazyk=CZ&xnumnuts=4201&xobec=544647,544647,35.94
Bynovec,9,32,CZ0421,Schwarzenberg Karel,Děčín,pe311?xjazyk=CZ&xnumnuts=4201&xobec=544647,544647,11.11
Pozděchov,6,194,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544655,544655,35.08
Pozděchov,9,84,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544655,544655,9.50
Kamenný Újezd,6,422,CZ0311,Zeman Miloš Ing.,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544663,544663,18.21
Kamenný Újezd,9,717,CZ0311,Schwarzenberg Karel,České Budějovice,pe311?xjazyk=CZ&xnumnuts=3101&xobec=544663,544663,32.79
Prlov,6,227,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544671,544671,44.68
Prlov,9,49,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544671,544671,6.56
Janov,6,97,CZ0421,Zeman Miloš Ing.,Děčín,pe311?xjazyk=CZ&xnumnuts=4201&xobec=544680,544680,29.09
Janov,9,52,CZ0421,Schwarzenberg Karel,Děčín,pe311?xjazyk=CZ&xnumnuts=4201&xobec=544680,544680,16.96
Prostřední Bečva,6,556,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544698,544698,24.22
Prostřední Bečva,9,296,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544698,544698,12.60
Labská Stráň,6,73,CZ0421,Zeman Miloš Ing.,Děčín,pe311?xjazyk=CZ&xnumnuts=4201&xobec=544701,544701,34.82
Labská Stráň,9,38,CZ0421,Schwarzenberg Karel,Děčín,pe311?xjazyk=CZ&xnumnuts=4201&xobec=544701,544701,14.28
Vincencov,6,40,CZ0713,Zeman Miloš Ing.,Prostějov,pe311?xjazyk=CZ&xnumnuts=7103&xobec=544710,544710,23.07
Vincencov,9,32,CZ0713,Schwarzenberg Karel,Prostějov,pe311?xjazyk=CZ&xnumnuts=7103&xobec=544710,544710,16.66
Pržno,6,182,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=544728,544728,24.92
